网站名,品类,商家名称,地址,评分,人均消费
美团,美食,royaltea皇茶,马尾区君竹路27号西提丽府5号楼1层01店面,3,0
美团,美食,玛格利塔（马尾君竹店）,马尾区君竹路70号福星新村连接体06号,3.8,23
美团,美食,赵记传承特色牛奶甜品（马尾步行街店）,马尾区君竹路47号马尾步行街8号楼一层（帝豪花园）,4.8,22
美团,美食,香天下火锅,马尾区江滨东大道名城城市广场1881风情街3F,4.7,98
美团,美食,群星大酒楼,马尾区闽琅路厝头尾584号,3.5,100
美团,美食,猪猪烤肉班,马尾区罗星西路中环自贸广场四楼（麦当劳楼上4楼。 中瑞影城门口）,3.7,48
美团,美食,捌零映象私家厨房（马尾中环广场店）,马尾区罗星西路马尾中环广场3楼,3.2,55
美团,美食,四道菜·现撬海蛎煎（东方名城店）,马尾区马尾镇江滨东大道68-8号名城城市广场1881商业步行街8#楼2层03-07、28#、30#商铺,3.4,72
美团,美食,尚选闽清馆,马尾区江滨东大道名城中心1881风情街2F,3.7,91
美团,美食,茶之道（马尾店）,马尾区马尾步行街西提5#03店（桥渔小镇对面，KFC往前50米）,4.6,30
美团,美食,正新鸡排（名城中心店）,马尾区马尾镇江滨东大道68-8号1层160号店铺,4,14
美团,美食,六婆串串香火锅（快安店）,马尾区儒江东路127号（江滨锦城公交站正对面）,3,50
美团,美食,黄鹤楼（马尾店）,马尾区罗星路八座1号楼（罗星塔公园旁）,3.8,32
美团,美食,肯德基（名城中心店）,马尾区快安64号地名城城市广场8楼,4,32
美团,美食,HEYJUICE茶桔便（君竹路店）,马尾区罗星街道君竹路47号帝豪花园10号楼1层27店面,5,15
美团,美食,海纳百鲜大酒楼（马尾店）,马尾区兆锵路江滨东大道98-1号,4.5,145
美团,美食,周麻婆（马尾亿载金城店）,马尾区君竹路73号亿载金城03层301B号,3.7,39
美团,美食,6+1烘焙主题生活馆,马尾区罗星街道帝豪花园8座7号店,0,0
美团,美食,肯德基（新君竹店）,马尾区君竹路亿载金城一层,3.5,30
美团,美食,小匠音乐烤吧,马尾区罗星西路92号,3.5,50
美团,美食,海底诱惑（马尾店）,马尾区君竹路73号亿载金城地上一层114A、114B,4.2,84
美团,美食,井里鱼馆,马尾区宗棠路名城中心1881风情街1层54号铺位,4,107
美团,美食,正宗太湖清水大闸蟹（马尾店）,马尾区青洲路66号海峡水产品交易中心,3,0
美团,美食,欧贝拉手工烘焙坊,马尾区琅岐镇八一七街61号,4.2,50
美团,美食,汀洲佬（马尾店）,马尾区马江园区罗星路西北侧润成中环广场负一层永辉超市A0549018,4,23
美团,美食,名生海鲜楼,马尾区青洲路中国邮政储蓄银行旁,3.5,60
美团,美食,尚品雅居酒店餐厅,马尾区宗棠路18号凯隆公馆3号楼尚品雅居智能酒店内2层,0,30
美团,美食,记忆故事小郡肝串串香（君竹路店）,马尾区福建省福州市马尾区君竹路71号二层118室,0,60
美团,美食,金誉烘焙（名城港湾店）,马尾区名城港湾名郡56号13店面,4,10
美团,美食,名成渔港,马尾区罗星塔路青洲路67号,3,50
美团,美食,85度C（福州马尾名城店）,马尾区江滨东大道名城中心8号楼01号单元1-3层,4,29
美团,美食,必胜客（江滨东店）,马尾区江滨东大道371-3号,4,65
美团,美食,85度C（君竹店）,马尾区君竹路73号一层104-105号店面（近永辉超市）,4,25
美团,美食,聚韩源,马尾区名城中心5楼,3.8,69
美团,美食,CoCo都可（马尾君竹店）,马尾区罗星街道君竹路47号帝豪花园16#1层16号店面、17#1层27店面,3.4,13
美团,美食,唯有时光法式甜品,马尾区君竹路西提丽府商业街地下一层37号,4.2,25
美团,美食,郑记汕头牛肉火锅,马尾区建星路海西提2号楼44#05一06一07店面,4.4,63
美团,美食,随便点,马尾区建星路45号马尾商贸C座1层8号店,4.3,27
美团,美食,星期五（美式西点）,马尾区君竹路37号西提丽府10#楼1层01、02店面,4.5,15
美团,美食,六婆串串香火锅（马尾店）,马尾区君竹路33号,3,71
美团,美食,欧克基炸鸡汉堡,马尾区步行街帝豪花园9#12号店面,3.9,15
美团,美食,华丰贺氏（马尾店）,马尾区君竹路73号亿载金城一层102、107号,3.7,20
美团,美食,名城悦华酒店,马尾区江滨东大道86号,3.5,105
美团,美食,汕之膳叶记汕头牛肉火锅（正荣店）,正荣财富闽侯县正荣财富中心4层,5,57
美团,美食,汉堡王（天泽奥莱店）,闽侯县南通镇旗山桥下天泽奥莱时代汉堡王餐厅,5,33
美团,美食,启达西饼生日蛋糕（闽侯店）,甘蔗镇甘蔗街道蔗洲路8-1号（新城丽景A区底商）,5,0
美团,美食,御厨老爹泉水蒸汽石锅鱼（正荣财富中心店）,正荣财富新保路18号正荣财富中心2层正荣街,5,59
美团,美食,豪客来牛排（东百城永嘉天地店）,博仕后购物广场国宾大道路268号3期2层2001-1号商铺（闽侯永嘉天地）,4.8,61
美团,美食,经典世家牛排（闽侯万家店）,甘蔗镇闽侯县甘蔗万家广场,5,50
美团,美食,臻牛潮汕牛肉火锅,正荣财富上街镇新保路18号正荣财富中心1#3层3006室,4.4,52
美团,美食,肉蟹煲（福大店）,福州大学城学府北路福大生活一区学生街12号店面,5,41
美团,美食,学姐的店,博仕后购物广场国宾大道233号,5,10
美团,美食,有拈头成都市井火锅,博仕后购物广场博仕后家园B区,3.4,53
美团,美食,张鲜记海鲜火锅,甘蔗镇甘蔗世贸御龙湾商业A4栋1楼（近中国银行）,4.7,79
美团,美食,华莱士（青口店）,青口镇青口镇博雅步行街街口博雅星城泊园西,4.2,18
美团,美食,御品轩喷泉火锅（上街店）,博仕后购物广场国宾大道博仕后时代广场,4.3,45
美团,美食,名古屋寿司,福州大学城上街镇学府北路10-86（岐安村福大学生街B1区02店面）,4.8,25
美团,美食,芝芝舒芙蕾ZZ·SOUFFLER,博仕后购物广场永嘉天地第B1F层C14-C15店,4.9,16
美团,美食,鲜猫海鲜饭（永嘉天地店）,博仕后购物广场国宾大道东百城永嘉天地,3.5,56
美团,美食,老北京碳牛锅（甘蔗店）,甘蔗镇学院路唐会ktv隔壁二楼光头烧烤对面,5,45
美团,美食,盛世经典牛排（新华都店）,新上街/钱隆城惠好路书香领寓东门（汇峰广场新华都斜对面）,4.2,48
美团,美食,叶记汕头牛肉火锅（荆溪店）,闽侯县甘洪路荆溪中心小学旁,4,48
美团,美食,韩味居（博仕后店）,博仕后购物广场上街镇国宾大道233号博仕后家园B区2-2栋1层109号商业,4.9,21
美团,美食,花间一壶酒,博仕后购物广场国宾大道永嘉天地8号楼下,5,57
美团,美食,粤诗吟（软件园店）,闽侯县洪甘路217号中龙大厦6楼,3.5,121
美团,美食,隐音乐火锅烧烤城,甘蔗镇甘蔗街道榕洲路58号闽侯城南新区13#楼2层201、202、203、205商业网点,5,38
美团,美食,凯旋烘焙（大学城旗舰总店）,福州师范大学（旗山校区）文化街119号（近师大）,4.8,18
美团,美食,凯旋烘焙,福建工程学院（旗山校区北校区）工程学院学府美食街一楼,4.5,19
美团,美食,桥亭活鱼小镇（青口店）,青口镇青口镇新城路58号（鑫金悦戴斯国际酒店一楼）,4.2,48
美团,美食,蜜雪冰城（工程店）,福建工程学院（旗山校区北校区）学府南路16-25号大学城蔗洲村2号地商业网点第贰幢第壹层第贰号店面,4,10
美团,美食,玛格利塔（昙石山店）,甘蔗镇昙石山西大道3号新永辉超市1楼,4.2,20
美团,美食,谷田稻香（永嘉天地店）,博仕后购物广场上街镇国宾大道268号永辉生活广场地下一层07,3.8,34
美团,美食,百乐牛排（西餐厅）,博仕后购物广场闽侯县国宾大道266号牛太郎隔壁,3.1,51
美团,美食,凯旋烘焙（广贤路旗舰店）,福州师范大学（旗山校区）上街广贤路师范大学西门,4,10
美团,美食,汕之膳叶记汕头牛肉火锅（甘蔗店）,甘蔗镇甘蔗街道学院路25号闽侯世茂滨江新城商业6#楼商业102,3.8,56
美团,美食,鲜芋仙（永嘉天地店）,博仕后购物广场永嘉天地第B1F层C14-C15店,4,20
美团,美食,蒙自源米线（正荣财富中心店）,正荣财富上街镇新保路正荣财富中心1#座三层3003号商铺,3.4,24
美团,美食,福广汕头牛肉火锅城,甘蔗镇甘蔗星秀影城对面往华莱士里面走（二楼尝湘聚隔壁）,4.2,57
美团,美食,有茶有盖（万家广场店）,甘蔗镇甘蔗昙石山西大道万家广场一层196店面,3.6,15
美团,美食,杨守荣旋转小火锅,甘蔗镇甘蔗街道横街双池村赢洲花园一层,3.5,18
美团,美食,贝恬cake,新上街/钱隆城国宾大道与源通东路交叉口（尚书耕天下3号楼15号商铺）,5,0
美团,美食,花与草烘焙室（闽江学院店）,福州大学城溪源宫路100-49号（原stylecake蛋糕店）,4.8,45
美团,美食,街心美食荟,甘蔗镇甘蔗街道街心路156号一层（街心公园，县人大旁）,4.6,65
美团,美食,六月音乐酒馆,闽侯县高新大道中海寰宇1-25二楼,5,39
美团,美食,雅米蛋糕（阳光理想城店）,新上街/钱隆城上街镇源通东路199号阳光理想城揽香6栋13店,4.2,42
美团,美食,桃子李酸菜鲈鱼,甘蔗镇昙石山西大道万家广场,3.9,48
美团,美食,大叔韩国料理 精品烤肉,福州大学城闽侯县学府北路10-128,4.2,42
美团,美食,炉鱼（东百城永嘉天地店）,博仕后购物广场国宾大道268号永嘉天地商场内负一楼,3,50
美团,美食,四道菜（马保正荣店）,正荣财富旗山大道正荣三楼,4,62
美团,美食,3E·CAKE手工甜品,新西客站上街镇科技东路10号3层310室,3.5,28
美团,美食,海底诱惑重庆老火锅（甘蔗万家店）,甘蔗镇福古公路万家广场1号楼4楼,3.4,60
美团,美食,那一家（闽侯万家店）,甘蔗镇横街万家广场四楼,3,61
美团,美食,凯旋烘焙,福州大学城源江路与源通西路交叉口东北角,4.4,29
美团,美食,德克士（海韵店）,青口镇海韵路1号海韵国际城德克士餐厅,3.8,25
美团,美食,壹顶鲜牛肉火锅,甘蔗镇万家广场,3,56
美团,美食,二回熟（永嘉店）,博仕后购物广场东百永嘉天地负一层,3.1,70
美团,美食,微糖烘焙甜品工作室,正荣财富闽侯县上街镇新保路28号福州正荣财富中心A1地块3#楼9层920办公,4.8,58
美团,美食,顶记石锅鱼,甘蔗镇甘蔗街道入城路358号东利大厦一楼,3.5,34
美团,美食,黄小脆（大学城店）,新西客站福州上街镇广贤路6号大学城公交总站综合楼A座一层08店面,4.3,8
美团,美食,膳品居大酒楼,福州大学城邱阳西路中医药大学正门口北行（省中医学院新区公交站）,4.2,67
美团,美食,伊米蛋糕,甘蔗镇蔗洲路8-1号,3,48
美团,美食,向阳坊（厚屿店）,闽侯县厚屿新街52号（38公交站旁边）,3.7,11
美团,美食,麻屋手抓海鲜,青口镇青口镇尚青路海韵国际城B区205-206号,3,43
美团,美食,台湾柠檬香茅火锅（福清利嘉中心店）,万达广场清昌大道利嘉中心6号商业楼2楼2F-01铺,5,45
美团,美食,七欣天品蟹轩（福清清泽花园店）,好又多音西街道清泽花园5号一楼。（交通局东100米7号海鲜吧旁）,5,125
美团,美食,太古汇港式鲜捞,裕荣汇裕荣汇购物广场2楼（创元千禧大酒店后面100米）,4.8,129
美团,美食,最火3拖1老火锅（福清总店）,万达广场清涛街万达侨荣城6号楼店面,4.9,84
美团,美食,麻屋手抓网红餐厅,万达广场西环东路万达广场2号门肯德基旁,5,55
美团,美食,幸福西饼生日蛋糕（福清店）,福清清荣大道与福唐路交叉口西北50米,4.6,86
美团,美食,大胡子炭烤（万达金街店）,万达广场清昌大道万达广场万达金街5号门对面,4.4,72
美团,美食,御膳老爹泉水蒸气石锅鱼（福清万达店）,万达广场音西清昌大道105-139号,5,56
美团,美食,民间瓦缸,龙田镇金山街龙田永辉超市后门环岛东南电器正对面,5,14
美团,美食,同桌的蛙,万达广场清昌大道利嘉中心商场二楼,3.7,41
美团,美食,玛格利塔（福清万达广场店）,万达广场福清清昌大道万达广场负一楼,4.4,20
美团,美食,正新鸡排（龙飞店）,龙田镇龙田镇龙辉路与龙安路交叉口佳香基楼下,4.3,14
美团,美食,忘川·园里,万达广场音西街道康达路万达广场停车场出入口隔壁（法院侧拐进来50米）,4.7,72
美团,美食,刘福记北京烤鸭（福清店）,东门后埔街11座112号,4.4,62
美团,美食,储缘蛋糕（前亭店）,福清石竹街道前亭村蔡厝东巷83号,4.4,50
美团,美食,日日鲜866茶餐厅,宏路宏路街道清盛大道中联城一期31号楼2层店面,4.3,69
美团,美食,周拍档爆爆虾（侨荣城店）,万达广场清昌大道107号万达广场2号门对面,4.5,56
美团,美食,玛格利塔（成龙步行街店）,成龙步行街锦云街成龙花园8号楼J108号店面,4.2,22
美团,美食,胖嘴肉蟹煲,万达广场清昌大道万达广场室内步行街3楼匠和风隔壁,3.9,64
美团,美食,粮全其美台湾手抓饼（向高店）,街心公园玉屏街道向高街道人巷21号一层店面,5,10
美团,美食,DQ（万达店）,万达广场清昌大道105号万达广场3层,4.1,27
美团,美食,牛签签串串香火锅（利嘉中心店）,万达广场清昌大道万达对面利嘉中心6号楼2F-10,5,69
美团,美食,Uncle Black黑叔叔西餐（公馆店）,好又多国际公馆精品街后面一条街64号,4.8,58
美团,美食,第一佳大鸡排（侨中店）,成龙步行街产塘街冠业商城38号店（叶氏兄弟水果店旁）,5,15
美团,美食,七掌柜自助火锅（宏路店）,宏路西环西路,3.5,61
美团,美食,苗颖竹荪鹅（成龙步行街店）,成龙步行街成龙步行街4A座2楼（近永辉超市）,4.8,60
美团,美食,汉堡王（福清店）,万达广场万达广场金街19、20号店面,4,42
美团,美食,四海晴焼肉専門店,宏路红星美凯龙D栋127-130店面麦当劳旁（近美嘉城，明达）,5,104
美团,美食,坑头农家乐,福清音西街道珠山村坑头18号,3.5,42
美团,美食,青山咖啡（加州店）,好又多音西街道音西村加州城9号楼二层14店,4.6,58
美团,美食,一牧草原烧烤城,万达广场福清市清昌大道创元千禧酒店斜对面,3.5,35
美团,美食,乔麦王炸鸡,宏路福耀工业村永惠超市门口,4.7,12
美团,美食,麦香世家,福清阳下西亭佳缘购物广场旁,5,0
美团,美食,柴塘鱼坊真味•酸菜鱼,万达广场清昌大道侨荣城1号楼122店面,5,50
美团,美食,频品常尝爆爆虾（加州店）,好又多卓越路路东，加州城卓越大酒店旁边,4.1,56
美团,美食,四道菜（福清万达店）,万达广场清昌大道105号万达广场3F,3.5,50
美团,美食,期遇西餐厅,万达广场清昌大道利嘉中心二楼,4.2,112
美团,美食,肯德基（龙田DT店）,龙田镇龙田镇大真线三村融鼎新天地9号楼101复式商场,3.5,30
美团,美食,圣杰士阳光餐厅（福清沃尔玛店）,好又多福清清昌大道国际商展中心沃尔玛北侧,4.1,58
美团,美食,红运火锅,万达广场清昌大道侨荣城2号楼（凯斯顿酒店正对面）,4.6,100
美团,美食,创元千禧大酒店中餐厅,万达广场清昌大道101号创元大酒店内,4.1,93
美团,美食,千宴,成龙步行街成龙步行街二楼,4.2,49
美团,美食,牛魔烧肉专门店（景观店）,公安局办证中心商展街景观豪庭1号楼1层15店面,4.1,100
美团,美食,味必美汉堡（向高街店）,成龙步行街向高街侨中对面,4.1,0
美团,美食,欢乐基（宏路店）,宏路宏路镇清昌大道永德信大楼17号二楼（金蚂蚁娱乐城对面）,4.2,22
美团,美食,流川风（万达店）,万达广场清昌大道,0,17
美团,美食,过锅瘾三汁焖锅（裕荣汇店）,裕荣汇音西福和大道裕荣汇购物广场4楼408铺,4.3,58
美团,美食,冠发君悦大酒店自助餐,公安局办证中心清昌大道27号冠发国际新城冠发君悦大酒店2层,4.2,129
美团,美食,欧贝拉手工烘焙（后埔街店）,街心公园玉屏街道后埔街17号楼一层1、2号店面（福清二中）,4.8,54
美团,美食,映莲居餐饮,福清清展街与福康路交口（清展花园方向100米）,3.8,61
美团,美食,杨氏大骨粉,好又多卓越路加州城1号楼12号门面,3.9,13
美团,美食,拥抱路7号（福清万达店）,万达广场音西街道万达广场四楼万达影城旁,3.5,27
美团,美食,创元 · 香港轩,万达广场福和路创元千禧大酒店内,4.2,71
美团,美食,冰食记,成龙步行街成龙步行街2楼（韩味源旁边）,5,23
美团,美食,面包好了,宏路福玉路18号,3.5,10
美团,美食,一麻二辣麻辣香锅,成龙步行街锦云街官塘乾成龙花园3号楼2034店面,4.3,27
美团,美食,瑞可爷爷（福清万达店）,万达广场福清万达广场负一层永辉超市入口前走10米(福清万达永辉超市),4.3,36
美团,美食,澳泽烘焙（龙山店）,汽车站龙山街道瑞府豪庭店11号,4.1,70
美团,美食,恒香蛋糕,宏路宏信小区6号楼78号,3.7,0
美团,美食,青山美食坊,街心公园后埔街新百姓超市2楼（昌龙超市楼上）,4.1,38
美团,美食,玛格利塔（平潭豪香店）,平潭县中心城区潭城镇瑞龙居委会埔东庄42-1号，红山东路与翠园东路交叉口（豪香购物广场对面，乐而美楼下）,4.8,20
美团,美食,金太郎海鲜姿造自助烤肉火锅（平潭店）,平潭县中心城区海坛东路南侧环球花园二层1幢201,5,69
美团,美食,煲食黄焖鸡米饭,平潭县中心城区潭城镇西航路135号（闽航大酒店旁）,5,15
美团,美食,玛格利塔（西航店）,平潭县中心城区西航路和万北路交叉口西北角,4.2,23
美团,美食,亲爱的郭（平潭店）,平潭县中心城区潭城镇西航国际影城旁（康湖路与西航路交叉口东行120米路北）,4.4,85
美团,美食,陈小厨海鲜大咖,平潭县中心城区台亚岚冠超市斜对面开门山小区3号（万宝店）,4.6,83
美团,美食,A辣重庆老火锅（海坛金座店）,平潭汉洋路188号,5,0
美团,美食,华莱士（金座店）,综合实验区万豪大景城9号楼第3店面,4,16
美团,美食,华莱士（盛东庄店）,平潭县中心城区潭城镇瑞垅居委会盛东庄13号,4,16
美团,美食,华莱士（福胜店）,平潭县中心城区潭城中路福胜西路第二市场（联合万家旁。鸿春园酒楼正对面）,4,16
美团,美食,幸福西饼生日蛋糕（平潭店）,平潭县育英中学岚城乡上楼工业区星海湾1号后面,4,100
美团,美食,德克士（东大街店）,平潭县中心城区东大街榕辉大厦西区2楼,3.7,25
美团,美食,宫廷石锅鱼·美味园海鲜大排档（平潭店）,平潭县中心城区龙凤路金海岸花园门口（森林公园大门口停车场正对面）,4.6,54
美团,美食,金年任石锅拌饭（平潭店）,平潭县中心城区潭城镇瑞垅居委会海潭中路北侧一楼8号店面（地号43-167A）,4.5,31
美团,美食,京福华肥牛火锅,综合实验区万宝路海坛金座6-9楼,4.1,61
美团,美食,逸美时光咖啡,平潭县中心城区龙凤路与西航路交汇处天涯海角ktv楼内一层南侧,4.4,33
美团,美食,85度C（福州平潭2店）,平潭县中心城区东大街泰元大厦一层,4,29
美团,美食,肯德基（翠园中路店）,平潭县中心城区城镇城中村盛林庄（地号44-142）一二层,4,30
美团,美食,贵族世家牛排店,平潭县中心城区潭城镇东大街金都大厦二楼,3.4,52
美团,美食,咔农尚品汇（正荣店）,平潭如意路北侧天大山东路东侧正荣润海商5#301-309,3,50
美团,美食,船长自助餐厅,平潭县中心城区潭城镇盛林路163号,3.5,65
美团,美食,嗯多海鲜自助餐,平潭县中心城区平潭综合实验区潭城镇海坛中路体育场旁三楼,3.9,75
美团,美食,鑫荣裕海鲜楼,平潭县中心城区桂山庄一弄34-3,5,58
美团,美食,奶爸（金象店）,平潭县中心城区潭城镇东门庄39-6,3.5,0
美团,美食,老乡村湘菜（平潭总店）,综合实验区平潭潭城镇万宝路南侧万宝沿街3号楼商店,4.3,32
美团,美食,平潭虾煮（台亚岚店）,平潭县中心城区潭城镇小湖新庄216号中亿尚品1幢10号店面,3.1,49
美团,美食,平潭椰风海韵餐饮店,平潭县中心城区潭城镇金洋小区11号（天恩集团斜对面）,4.6,78
美团,美食,辣上瘾印象生态火锅,平潭县中心城区西航路天涯海角娱乐城南侧添福大厦一层,3.3,63
美团,美食,嗨火锅,平潭县中心城区康湖路西航海滨城C区8号楼一栋,3.6,104
美团,美食,陈小厨海鲜大咖,平潭县中心城区台亚岚冠超市斜对面开门山小区3号（万宝店）,4.6,83
美团,美食,船长自助餐厅,平潭县中心城区潭城镇盛林路163号,3.5,65
美团,美食,丽芳咸米时店,平潭县中心城区潭城镇建工路惠佳大药房对面,4,25
美团,美食,品味烘焙,平潭流水中学大门口往东直行30米到奶茶店向南15米,3,0
美团,美食,林记潮汕海鲜砂锅粥,平潭县中心城区旧康德华莱士旁边（红湖中路南门庄康15号）,3.5,0
美团,美食,新时沏,平潭县中心城区平潭综合实验区岚城乡东大路盛林庄196-1号,3,8
美团,美食,海鲜大咖领导者,平潭县中心城区康湖路康德世家一期第13幢1单元02号商店,3.5,98
美团,美食,逸美时光咖啡,平潭县中心城区龙凤路与西航路交汇处天涯海角ktv楼内一层南侧,4.4,33
美团,美食,老乡村湘菜（平潭总店）,综合实验区平潭潭城镇万宝路南侧万宝沿街3号楼商店,4.3,32
美团,美食,焰遇烧烤,平潭县中心城区潭城镇红湖东路69号,3.5,0
美团,美食,奶爸（金象店）,平潭县中心城区潭城镇东门庄39-6,3.5,0
美团,美食,坛南湾经济大排档,崎沙村坛南湾崎沙,4,50
美团,美食,浪漫一度c蛋糕坊,平潭县中心城区金像路东门庄50号d区15栋,4,10
美团,美食,小城故事·有酒有肉有烧烤（平潭总店）,平潭县中心城区潭城镇东昇花园1号楼底层店面102-103,3.5,68
美团,美食,opera欧贝拉烘培,平潭县中心城区台亚岚小区186号（万宝山公园南门正对面）,4.6,10
美团,美食,辣上瘾印象生态火锅,平潭县中心城区西航路天涯海角娱乐城南侧添福大厦一层,3.3,63
美团,美食,必来客（进城路店）,平潭县中心城区进城路交警厅十字路口（与环岛小家电成对角线）,4,15
美团,美食,传奇盛宴蒸汽锅餐厅,平潭县中心城区潭城镇龙凤东路东门庄112号传奇影K汇隔壁,4.5,58
美团,美食,培根先生（豪香御景店）,平潭县中心城区海坛路东段北侧豪香御景花园15B号楼一层8号店,3.5,0
美团,美食,85度C（福州平潭2店）,平潭县中心城区东大街泰元大厦一层,4,29
美团,美食,凡塔斯牛排餐厅（平潭店）,平潭县中心城区海坛名街110-111号西航店面,3.4,63
美团,美食,平潭虾煮（台亚岚店）,平潭县中心城区潭城镇小湖新庄216号中亿尚品1幢10号店面,3.1,49
美团,美食,金永雅阁度假酒店·餐厅,平潭县中心城区东环南路旺达·滨海国际,3.1,0
美团,美食,金象旺鑫海鲜楼,平潭县中心城区龙凤路森林公园斜对面（国色天香往前50米）,3.6,50
美团,美食,咔农尚品海鲜皇,平潭县中心城区潭城镇龙里工区海滨花园B2幢1-4店面,3,65
美团,美食,先生的鲜,平潭县中心城区平潭综合实验区潭城镇龙里工区东昇花园3栋1层8.9号店（宇诚国际旁边）,3.5,66
美团,美食,糕乐琦烘焙,平潭县中心城区龙凤路豪香购物广场正门旁,3.8,20
美团,美食,MOSIOR COFFEE莫斯咖啡,平潭县中心城区翠园南路安置房假日酒店往万宝山公园方向60米,4.2,50
美团,美食,柴味鱼（平潭店）,平潭县中心城区东环北路滨海国际度假区2幢103A103（雅阁酒店旁）,3.6,64
美团,美食,嗨火锅,平潭县中心城区康湖路西航海滨城C区8号楼一栋,3.6,104
美团,美食,盛世经典牛排,平潭县中心城区平潭九一六路原海峡大酒店二楼（肯德基旁）,4,0
美团,美食,莓超疯（长乐沃尔玛店）,长乐市中心城区长乐区航城街道龙门村长山湖购物广场内1-56（麦当劳旁边）（麦当劳旁边）,3.5,0
美团,美食,七欣天品蟹轩（长乐国际明珠店）,长乐市中心城区西洋中路110号国际明珠二层E区商场,5,125
美团,美食,米兰西饼生日蛋糕（长乐店）,金峰镇金锋镇华阳村二巷110号,5,0
美团,美食,玛格利塔（吴航店）,长乐市中心城区航城街道锦江花园三区超市一层,4.6,20
美团,美食,可可cake私房蛋糕（长乐店）,长乐市中心城区长乐步行街盛昌综合商场95-13内店（才子男装往里进15米）,5,42
美团,美食,香帝西饼（胜利路店）,长乐市中心城区吴航街道胜利路161号店、163号店、165号店,4.2,10
美团,美食,德克士（长乐店）,长乐市中心城区郑和中路惠航大厦1楼,4.1,25
美团,美食,馋胜涮烤自助餐厅（长乐店）,长乐市中心城区长乐区长山湖广场负一楼,4.9,83
美团,美食,向阳坊（长乐锦江店）,长乐市中心城区航城街道锦江花园3#楼23号店,4.2,11
美团,美食,时光烘焙,长乐市中心城区郑和中路郑和花园1期3座一楼,5,0
美团,美食,蒋记捌零印象（锦江店）,长乐市中心城区航城街道郑和西路锦江花园二区6幢7幢连体楼9号店A,4.2,67
美团,美食,徐婆香辣干锅鸭,长乐市中心城区吴航街道郑和中路85号,3,40
美团,美食,华莱士（长乐一中店）,长乐市中心城区培青路26-28号（近长乐一中）,4,16
美团,美食,Diemme迪耶梅城市咖啡厅（长乐店）,长乐市中心城区南山路8-12号（旧电信局大门隔壁）,5,46
美团,美食,北疆饭店（长乐十洋国际店）,长乐市中心城区吴航街道郑和中路1号十洋国际城4楼,4.6,65
美团,美食,芝根芝底（长乐会堂航城街道店）,长乐市中心城区会堂路航城街道航建小区15号店面,3.9,25
美团,美食,尚品宫涮烤自助餐厅,永荣广场长乐永荣广场,3.8,77
美团,美食,Uni 日式综合料理,长乐市中心城区奎桥路20-8号,5,73
美团,美食,银座烧肉,永荣广场长乐区航城广场南路888号永荣广场二层213-215号,4.4,110
美团,美食,凡塔斯牛排餐厅（长乐店）,长乐市中心城区阳光花园23-27号店,4.2,72
美团,美食,广隆蛋挞王（长乐店）,长乐市中心城区郑和东路旧城关派出所对面（奎桥周大生珠宝隔壁）,5,14
美团,美食,85度C（长乐长山湖店）,长乐市中心城区长乐长山湖购物广场1楼,4,26
美团,美食,n多寿司（漳港店）,漳港镇漳港裕丰路191号,4,28
美团,美食,素百味,长乐市中心城区长乐区郑和中路110-27号,4.7,0
美团,美食,大丰收鱼庄（长山湖店）,长乐市中心城区航城街道广场路39号长山湖购物广场负一层,3.2,87
美团,美食,印象川蜀大宅门火锅（金峰店）,金峰镇金峰镇金港路金港城商业中心C区一楼,3.2,91
美团,美食,潮牛庄园（长乐恒申悦城店）,长乐市中心城区吴航路555号恒申悦城1楼,3.6,98
美团,美食,瑞余烤鱼堂·香锅·小炒（日韵东方店）,长乐市中心城区鳌山路日韵东方沿街店面7至10号（东北门附近）,4.6,44
美团,美食,贵哥卤肉卷,长乐市中心城区三峰路与朝阳中路交叉口东150米路北建设银行隔壁（航城中学旁）,3.9,10
美团,美食,德士基,长乐市中心城区解放路247号（八角亭工商银行对面）,4.8,0
美团,美食,旺角台式涮涮锅（金峰店）,金峰镇好莱坞主题百货2楼,4.2,50
美团,美食,123咖啡,江田镇江田镇友爱村西坪下南街（涛涛超市）,3.5,30
美团,美食,烤居酒舍,长乐市中心城区航城街道会堂路336、338号（江南小粥旁）,3.5,45
美团,美食,海角七号火锅工坊,长乐市中心城区朝阳北路1号（裕利达酒店1楼右侧）,4.2,73
美团,美食,鲜の芙蕾（一中店）,长乐市中心城区长乐区吴航街道培青路13号,4.4,0
美团,美食,周麻婆（长乐店）,长乐市中心城区郑和西路与朝阳在中路交叉口北行20米（原鹤安大酒楼）,3.4,45
美团,美食,诗雅西饼屋,金峰镇金林路新大亨85号（六林便民菜市场斜对面）,4.8,0
美团,美食,福乐小馆（长乐鹤上店）,长乐东鹤路998号（农业银行）,3.5,48
美团,美食,必胜客（十洋店）,长乐市中心城区吴航街道郑和中路十洋商务广场（第一期）1-1号铺,4,65
美团,美食,味千拉面,长乐机场福州长乐国际机场一楼三号门内,4,47
美团,美食,小杨阿森酱骨头米饭,长乐市中心城区资圣路132号,3.5,15
美团,美食,小条食堂（金峰店）,金峰镇金峰镇胪峰大道永乐楼,3.5,0
美团,美食,阿甘锅盔（培青路店）,长乐市中心城区培青路2号,3.5,12
美团,美食,肯德基（长山湖店）,长乐市中心城区广场路长山湖商业广场,3.5,29
美团,美食,沐兰cafe&bar,长乐市中心城区长乐区鳌峰路45-1号（光明眼科对面）,0,58
